,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,lambda,1.54,
,,,a,0,,,,,,
,,,b,4,,,,,,
,,,m,0.35,,,,,,
,,,,,,,,,,
,,r1,r2,x,f(x),f(x)/M,r2 <= (fx)/M,Valor redondeo,,
,1,0.1207142,0.8479870,0.4828569489,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,2,0.5551633,0.6460724,2.220653133,0.2542131101,0.7263231716,Acepto X,2,,
,3,0.4678525,0.1042162,1.871410143,0.3301468962,0.9432768463,Acepto X,2,,
,4,0.6229208,0.0774662,2.491683074,0.2542131101,0.7263231716,Acepto X,2,,
,5,0.6725508,0.8543689,2.690203001,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,6,0.5128658,0.7855930,2.0514631,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,7,0.6176251,0.5267160,2.470500373,0.2542131101,0.7263231716,Acepto X,2,,
,8,0.7908208,0.1544572,3.163283319,0.1304960632,0.3728458948,Acepto X,3,,
,9,0.2048340,0.7502885,0.8193360038,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,10,0.8303347,0.6485165,3.321338855,0.1304960632,0.3728458948,Rechazo X,No aceptado,,`
,11,0.7069726,0.4342454,2.827890556,0.2542131101,0.7263231716,Acepto X,3,,
,12,0.7441103,0.8350193,2.976441035,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,13,0.1198316,0.7561953,0.4793264987,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,14,0.9082083,0.3627538,3.632833186,0.1304960632,0.3728458948,Acepto X,4,,
,15,0.2498472,0.4316654,0.9993889606,0.2143811014,0.6125174326,Acepto X,1,,
,16,0.8250390,0.0977663,3.300156155,0.1304960632,0.3728458948,Acepto X,3,,
,17,0.8252427,0.7343336,3.300970874,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,18,0.4360785,0.7997148,1.744313938,0.3301468962,0.9432768463,Acepto X,2,,
,19,0.3325412,0.8779958,1.330164981,0.3301468962,0.9432768463,Acepto X,1,,
,20,0.8243601,0.6425419,3.297440424,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,21,0.7891235,0.5163962,3.156493991,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,22,0.1145359,0.2054450,0.4581437979,0.2143811014,0.6125174326,Acepto X,0,,
,23,0.0264784,0.6628420,0.105913504,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,24,0.9418155,0.3963609,3.767261864,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,25,0.0377487,0.2195668,0.1509946364,0.2143811014,0.6125174326,Acepto X,0,,
,26,0.7413945,0.0141218,2.965578111,0.2542131101,0.7263231716,Acepto X,3,,
,27,0.9753547,0.8844457,3.901418969,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,28,0.6220382,0.9856745,2.488152624,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,29,0.0255958,0.5710503,0.1023830538,0.2143811014,0.6125174326,Acepto X,0,,
,30,0.2948605,0.1130423,1.179441917,0.3301468962,0.9432768463,Acepto X,1,,
,31,0.8197434,0.5470161,3.278973454,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,32,0.9435128,0.0344219,3.774051192,0.1304960632,0.3728458948,Acepto X,4,,
,33,0.1280467,0.7644103,0.5121868423,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,34,0.5452509,0.9997963,2.181003463,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,35,0.7405119,0.9223301,2.962047661,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,36,0.3283998,0.6011270,1.313599022,0.3301468962,0.9432768463,Acepto X,1,,
,37,0.4040329,0.3131238,1.616131441,0.3301468962,0.9432768463,Acepto X,2,,
,38,0.2277140,0.5913504,0.9108561342,0.2143811014,0.6125174326,Acepto X,1,,
,39,0.4475524,0.9930070,1.79020979,0.3301468962,0.9432768463,Rechazo X,No aceptado,,
,40,0.7429561,0.5611379,2.971824292,0.2542131101,0.7263231716,Acepto X,3,,
,41,0.6584289,0.3857017,2.633715799,0.2542131101,0.7263231716,Acepto X,3,,
,42,0.1615860,0.2524951,0.6463439473,0.2143811014,0.6125174326,Acepto X,1,,
,43,0.1295404,0.7659040,0.5181614502,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,44,0.0247132,0.4792586,0.09885260371,0.2143811014,0.6125174326,Acepto X,0,,
,45,0.6479055,0.8297237,2.59162197,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,46,0.6017381,0.8744653,2.406952271,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,47,0.1456311,0.0547220,0.5825242718,0.2143811014,0.6125174326,Acepto X,1,,
,48,0.2807387,0.6443750,1.122954715,0.3301468962,0.9432768463,Acepto X,1,,
,49,0.4684636,0.0139181,1.873854301,0.3301468962,0.9432768463,Acepto X,2,,
,50,0.4554281,0.2736099,1.821712268,0.3301468962,0.9432768463,Acepto X,2,,
,51,0.3619390,0.0892118,1.447756127,0.3301468962,0.9432768463,Acepto X,1,,
,52,0.9883224,0.0792314,3.953289429,0.1304960632,0.3728458948,Acepto X,4,,
,53,0.5119153,0.1482789,2.047661077,0.2542131101,0.7263231716,Acepto X,2,,
,54,0.7670582,0.2216036,3.068232738,0.1304960632,0.3728458948,Acepto X,3,,
,55,0.9406613,0.1224795,3.762645122,0.1304960632,0.3728458948,Acepto X,4,,
,56,0.5763460,0.8490733,2.305383936,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,57,0.9947722,0.9038631,3.979088872,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,58,0.8550479,0.2186842,3.420191459,0.1304960632,0.3728458948,Acepto X,3,,
,59,0.8217123,0.3671668,3.286849073,0.1304960632,0.3728458948,Acepto X,3,,
,60,0.8482585,0.6664404,3.39303415,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,61,0.4605201,0.1877928,1.84208025,0.3301468962,0.9432768463,Acepto X,2,,
,62,0.6328332,0.7237423,2.531332745,0.2542131101,0.7263231716,Acepto X,3,,
,63,0.3998914,0.0362550,1.599565483,0.3301468962,0.9432768463,Acepto X,2,,
,64,0.8073868,0.2619322,3.229547152,0.1304960632,0.3728458948,Acepto X,3,,
,65,0.8861430,0.0679612,3.544571933,0.1304960632,0.3728458948,Acepto X,4,,
,66,0.0759726,0.3486998,0.3038902845,0.2143811014,0.6125174326,Acepto X,0,,
,67,0.3749066,0.2839976,1.499626587,0.3301468962,0.9432768463,Acepto X,1,,
,68,0.8781995,0.2418358,3.512797882,0.1304960632,0.3728458948,Acepto X,4,,
,69,0.2533777,0.7988322,1.013510761,0.3301468962,0.9432768463,Acepto X,1,,
,70,0.4128590,0.2310408,1.651435943,0.3301468962,0.9432768463,Acepto X,2,,
,71,0.6972639,0.4245366,2.789055605,0.2542131101,0.7263231716,Acepto X,3,,
,72,0.6276054,0.7185145,2.510421617,0.2542131101,0.7263231716,Acepto X,3,,
,73,0.7217734,0.3581370,2.887093489,0.2542131101,0.7263231716,Acepto X,3,,
,74,0.1315093,0.5860547,0.5260370697,0.2143811014,0.6125174326,Acepto X,1,,
,75,0.9294589,0.1112771,3.717835562,0.1304960632,0.3728458948,Acepto X,4,,
,76,0.9803788,0.2531061,3.921515378,0.1304960632,0.3728458948,Acepto X,4,,
,77,0.6893204,0.5984113,2.757281553,0.2542131101,0.7263231716,Acepto X,3,,
,78,0.8050105,0.1686469,3.220042094,0.1304960632,0.3728458948,Acepto X,3,,
,79,0.7597257,0.3051803,3.038902845,0.1304960632,0.3728458948,Acepto X,3,,
,80,0.9505737,0.7687555,3.802294793,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,81,0.3036866,0.0309593,1.214746419,0.3301468962,0.9432768463,Acepto X,1,,
,82,0.2892932,0.3802023,1.157172924,0.3301468962,0.9432768463,Acepto X,1,,
,83,0.1235658,0.7599294,0.4942630185,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,84,0.1068640,0.5614095,0.4274560391,0.2143811014,0.6125174326,Acepto X,0,,
,85,0.0183312,0.2001494,0.07332473352,0.2143811014,0.6125174326,Acepto X,0,,
,86,0.5083848,0.7811121,2.033539276,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,87,0.1792382,0.0883291,0.71695295,0.2143811014,0.6125174326,Acepto X,1,,
,88,0.0686401,0.4322765,0.2745603911,0.2143811014,0.6125174326,Acepto X,0,,
,89,0.3848191,0.9302736,1.539276258,0.3301468962,0.9432768463,Acepto X,2,,
,90,0.6055401,0.4237219,2.422160364,0.2542131101,0.7263231716,Acepto X,2,,
,91,0.5478987,0.2751714,2.191594813,0.2542131101,0.7263231716,Acepto X,2,,
,92,0.6813769,0.7722860,2.725507502,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,93,0.9824156,0.6187793,3.92966257,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,94,0.7976781,0.2522235,3.1907122,0.1304960632,0.3728458948,Acepto X,3,,
,95,0.7696381,0.9514563,3.078552515,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,96,0.6779143,0.9506416,2.711657275,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,97,0.5982076,0.5072985,2.392830471,0.2542131101,0.7263231716,Acepto X,2,,
,98,0.5578111,0.9214475,2.231244484,0.2542131101,0.7263231716,Rechazo X,No aceptado,,
,99,0.4087175,0.9541720,1.634869984,0.3301468962,0.9432768463,Rechazo X,No aceptado,,
,100,0.2769367,0.0951185,1.107746622,0.3301468962,0.9432768463,Acepto X,1,,
,101,0.0661959,0.7934687,0.2647837599,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,102,0.0547899,0.1456990,0.2191594813,0.2143811014,0.6125174326,Acepto X,0,,
,103,0.4843506,0.4775613,1.937402403,0.3301468962,0.9432768463,Acepto X,2,,
,104,0.1006178,0.7394256,0.4024713151,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,105,0.2860344,0.0706090,1.144137416,0.3301468962,0.9432768463,Acepto X,1,,
,106,0.3501935,0.2895648,1.400773983,0.3301468962,0.9432768463,Acepto X,1,,
,107,0.7634598,0.9380134,3.053839365,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,108,0.1492294,0.6354810,0.5969176455,0.2143811014,0.6125174326,Rechazo X,No aceptado,,
,109,0.0721705,0.3407563,0.2886821916,0.2143811014,0.6125174326,Acepto X,0,,
,110,0.9726390,0.4614027,3.890556046,0.1304960632,0.3728458948,Rechazo X,No aceptado,,
,,,,,,,,,,
,,,,,,,,1.943661972,,
,,,,,,,67,35,,